time,data,Grams,Newtons,multiplier,offset,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
,,561.2,,0.00111,561.2,,,,,
