time(millis),values,Grams,Newtons,multiplier,offset
51976,-473004,36.16556,,0.00111,561.2
52060,-473469,35.64941,,0.00111,561.2
52144,-473609,35.49401,,0.00111,561.2
52228,-473618,35.48402,,0.00111,561.2
52312,-473772,35.31308,,0.00111,561.2
52397,-473855,35.22095,,0.00111,561.2
52481,-473930,35.1377,,0.00111,561.2
52565,-473933,35.13437,,0.00111,561.2
52649,-473860,35.2154,,0.00111,561.2
52733,-473941,35.12549,,0.00111,561.2
52817,-473963,35.10107,,0.00111,561.2
52902,-473781,35.30309,,0.00111,561.2
52986,-473882,35.19098,,0.00111,561.2
53070,-474042,35.01338,,0.00111,561.2
53154,-473889,35.18321,,0.00111,561.2
53238,-473892,35.17988,,0.00111,561.2
53323,-473777,35.30753,,0.00111,561.2
53407,-473597,35.50733,,0.00111,561.2
53491,-473896,35.17544,,0.00111,561.2
53575,-474140,34.9046,,0.00111,561.2
53659,-474332,34.69148,,0.00111,561.2
53744,-474183,34.85687,,0.00111,561.2
53828,-474112,34.93568,,0.00111,561.2
53912,-474282,34.74698,,0.00111,561.2
53996,-474524,34.47836,,0.00111,561.2
54080,-475358,33.55262,,0.00111,561.2
54165,-476144,32.68016,,0.00111,561.2
54249,-477005,31.72445,,0.00111,561.2
54333,-477544,31.12616,,0.00111,561.2
54417,-478325,30.25925,,0.00111,561.2
54501,-478895,29.62655,,0.00111,561.2
54585,-479309,29.16701,,0.00111,561.2
54670,-479913,28.49657,,0.00111,561.2
54754,-480223,28.15247,,0.00111,561.2
54838,-480523,27.81947,,0.00111,561.2
54922,-481121,27.15569,,0.00111,561.2
55006,-481252,27.01028,,0.00111,561.2
55091,-481641,26.57849,,0.00111,561.2
55175,-481561,26.66729,,0.00111,561.2
55259,-483842,24.13538,,0.00111,561.2
55343,-483829,24.14981,,0.00111,561.2
55427,-483603,24.40067,,0.00111,561.2
55512,-483408,24.61712,,0.00111,561.2
55596,-483224,24.82136,,0.00111,561.2
55680,-483031,25.03559,,0.00111,561.2
55764,-483249,24.79361,,0.00111,561.2
55848,-483341,24.69149,,0.00111,561.2
55933,-482839,25.24871,,0.00111,561.2
56017,-482158,26.00462,,0.00111,561.2
56101,-482245,25.90805,,0.00111,561.2
56185,-482607,25.50623,,0.00111,561.2
56269,-482894,25.18766,,0.00111,561.2
56353,-482984,25.08776,,0.00111,561.2
56438,-482956,25.11884,,0.00111,561.2
56522,-483040,25.0256,,0.00111,561.2
56606,-482948,25.12772,,0.00111,561.2
56690,-482929,25.14881,,0.00111,561.2
56774,-482905,25.17545,,0.00111,561.2
56859,-482938,25.13882,,0.00111,561.2
56943,-483021,25.04669,,0.00111,561.2
57027,-482967,25.10663,,0.00111,561.2
57111,-482413,25.72157,,0.00111,561.2
57195,-482004,26.17556,,0.00111,561.2
57280,-481959,26.22551,,0.00111,561.2
57364,-482139,26.02571,,0.00111,561.2
57448,-482247,25.90583,,0.00111,561.2
57532,-482231,25.92359,,0.00111,561.2
57616,-482288,25.86032,,0.00111,561.2
57701,-482388,25.74932,,0.00111,561.2
57785,-482642,25.46738,,0.00111,561.2
57869,-482573,25.54397,,0.00111,561.2
57953,-482320,25.8248,,0.00111,561.2
58037,-482314,25.83146,,0.00111,561.2
58121,-481894,26.29766,,0.00111,561.2
58206,-481232,27.03248,,0.00111,561.2
58290,-481265,26.99585,,0.00111,561.2
58374,-481259,27.00251,,0.00111,561.2
58458,-481304,26.95256,,0.00111,561.2
58542,-481447,26.79383,,0.00111,561.2
58627,-482125,26.04125,,0.00111,561.2
58711,-481825,26.37425,,0.00111,561.2
58795,-481520,26.7128,,0.00111,561.2
58879,-481344,26.90816,,0.00111,561.2
58963,-481359,26.89151,,0.00111,561.2
59048,-481680,26.5352,,0.00111,561.2
59132,-481500,26.735,,0.00111,561.2
59216,-481576,26.65064,,0.00111,561.2
59300,-481902,26.28878,,0.00111,561.2
59384,-481961,26.22329,,0.00111,561.2
59469,-481952,26.23328,,0.00111,561.2
59553,-481957,26.22773,,0.00111,561.2
59637,-481972,26.21108,,0.00111,561.2
59721,-482064,26.10896,,0.00111,561.2
59805,-481914,26.27546,,0.00111,561.2
59889,-481770,26.4353,,0.00111,561.2
59974,-481539,26.69171,,0.00111,561.2
60058,-480973,27.31997,,0.00111,561.2
60142,-480825,27.48425,,0.00111,561.2
60226,-479424,29.03936,,0.00111,561.2
60310,-476478,32.30942,,0.00111,561.2
60395,-475753,33.11417,,0.00111,561.2
60479,-474039,35.01671,,0.00111,561.2
60563,-473687,35.40743,,0.00111,561.2
60647,-474121,34.92569,,0.00111,561.2
60731,-474951,34.00439,,0.00111,561.2
60816,-475885,32.96765,,0.00111,561.2
60900,-476752,32.00528,,0.00111,561.2
60984,-477251,31.45139,,0.00111,561.2
61068,-477583,31.08287,,0.00111,561.2
61152,-477984,30.63776,,0.00111,561.2
61237,-478329,30.25481,,0.00111,561.2
61321,-478617,29.93513,,0.00111,561.2
61405,-478883,29.63987,,0.00111,561.2
61489,-479190,29.2991,,0.00111,561.2
61573,-479419,29.04491,,0.00111,561.2
61657,-479380,29.0882,,0.00111,561.2
61742,-479329,29.14481,,0.00111,561.2
61826,-479266,29.21474,,0.00111,561.2
61910,-479272,29.20808,,0.00111,561.2
61994,-479176,29.31464,,0.00111,561.2
62078,-478662,29.88518,,0.00111,561.2
62163,-478449,30.12161,,0.00111,561.2
62247,-478577,29.97953,,0.00111,561.2
62331,-478638,29.91182,,0.00111,561.2
62415,-478656,29.89184,,0.00111,561.2
62499,-478496,30.06944,,0.00111,561.2
62584,-478212,30.38468,,0.00111,561.2
62668,-478207,30.39023,,0.00111,561.2
62752,-478159,30.44351,,0.00111,561.2
62836,-478093,30.51677,,0.00111,561.2
62920,-478146,30.45794,,0.00111,561.2
63005,-478229,30.36581,,0.00111,561.2
63089,-478323,30.26147,,0.00111,561.2
63173,-478388,30.18932,,0.00111,561.2
63257,-478394,30.18266,,0.00111,561.2
63341,-478299,30.28811,,0.00111,561.2
63425,-478341,30.24149,,0.00111,561.2
63510,-478688,29.85632,,0.00111,561.2
63594,-479073,29.42897,,0.00111,561.2
63678,-479318,29.15702,,0.00111,561.2
63762,-479451,29.00939,,0.00111,561.2
63846,-479527,28.92503,,0.00111,561.2
63931,-479577,28.86953,,0.00111,561.2
64015,-479703,28.72967,,0.00111,561.2
64099,-479842,28.57538,,0.00111,561.2
64183,-479849,28.56761,,0.00111,561.2
64267,-479874,28.53986,,0.00111,561.2
64352,-479937,28.46993,,0.00111,561.2
64436,-480015,28.38335,,0.00111,561.2
64520,-480187,28.19243,,0.00111,561.2
64604,-480337,28.02593,,0.00111,561.2
64688,-480489,27.85721,,0.00111,561.2
64773,-480526,27.81614,,0.00111,561.2
64857,-480394,27.96266,,0.00111,561.2
64941,-480383,27.97487,,0.00111,561.2
65025,-480432,27.92048,,0.00111,561.2
65109,-480486,27.86054,,0.00111,561.2
65193,-480532,27.80948,,0.00111,561.2
65278,-480641,27.68849,,0.00111,561.2
65362,-480766,27.54974,,0.00111,561.2
65446,-480815,27.49535,,0.00111,561.2
65530,-480875,27.42875,,0.00111,561.2
65614,-480865,27.43985,,0.00111,561.2
65699,-480893,27.40877,,0.00111,561.2
65783,-481001,27.28889,,0.00111,561.2
65867,-481113,27.16457,,0.00111,561.2
65951,-481232,27.03248,,0.00111,561.2
66035,-481377,26.87153,,0.00111,561.2
66120,-481535,26.69615,,0.00111,561.2
66204,-481697,26.51633,,0.00111,561.2
66288,-481783,26.42087,,0.00111,561.2
66372,-481868,26.32652,,0.00111,561.2
66456,-481959,26.22551,,0.00111,561.2
66540,-481984,26.19776,,0.00111,561.2
66625,-481917,26.27213,,0.00111,561.2
66709,-481896,26.29544,,0.00111,561.2
66793,-481841,26.35649,,0.00111,561.2
66877,-481890,26.3021,,0.00111,561.2
66961,-481940,26.2466,,0.00111,561.2
67046,-481993,26.18777,,0.00111,561.2
67130,-482038,26.13782,,0.00111,561.2
67214,-482121,26.04569,,0.00111,561.2
67298,-482208,25.94912,,0.00111,561.2
67382,-482322,25.82258,,0.00111,561.2
67467,-482525,25.59725,,0.00111,561.2
67551,-482622,25.48958,,0.00111,561.2
67635,-482636,25.47404,,0.00111,561.2
67719,-482686,25.41854,,0.00111,561.2
67803,-482708,25.39412,,0.00111,561.2
67888,-482787,25.30643,,0.00111,561.2
67972,-482833,25.25537,,0.00111,561.2
68056,-482825,25.26425,,0.00111,561.2
68140,-482847,25.23983,,0.00111,561.2
68224,-482879,25.20431,,0.00111,561.2
68309,-482885,25.19765,,0.00111,561.2
68393,-482918,25.16102,,0.00111,561.2
68477,-482903,25.17767,,0.00111,561.2
68561,-482831,25.25759,,0.00111,561.2
68645,-482734,25.36526,,0.00111,561.2
68729,-482652,25.45628,,0.00111,561.2
68814,-482637,25.47293,,0.00111,561.2
68898,-482643,25.46627,,0.00111,561.2
68982,-482584,25.53176,,0.00111,561.2
69066,-482560,25.5584,,0.00111,561.2
69150,-482605,25.50845,,0.00111,561.2
69235,-482589,25.52621,,0.00111,561.2
69319,-482581,25.53509,,0.00111,561.2
69403,-482606,25.50734,,0.00111,561.2
69487,-482609,25.50401,,0.00111,561.2
69571,-482595,25.51955,,0.00111,561.2
69656,-482563,25.55507,,0.00111,561.2
69740,-482512,25.61168,,0.00111,561.2
69824,-482485,25.64165,,0.00111,561.2
69908,-482496,25.62944,,0.00111,561.2
69992,-482490,25.6361,,0.00111,561.2
70077,-482403,25.73267,,0.00111,561.2
70161,-482395,25.74155,,0.00111,561.2
70245,-482414,25.72046,,0.00111,561.2
70329,-482439,25.69271,,0.00111,561.2
70413,-482428,25.70492,,0.00111,561.2
70497,-482480,25.6472,,0.00111,561.2
70582,-482536,25.58504,,0.00111,561.2
70666,-482570,25.5473,,0.00111,561.2
70750,-482601,25.51289,,0.00111,561.2
70834,-482623,25.48847,,0.00111,561.2
70918,-482615,25.49735,,0.00111,561.2
71003,-482522,25.60058,,0.00111,561.2
71087,-482506,25.61834,,0.00111,561.2
71171,-482548,25.57172,,0.00111,561.2
71255,-482533,25.58837,,0.00111,561.2
71339,-482497,25.62833,,0.00111,561.2
71424,-482402,25.73378,,0.00111,561.2
71508,-482399,25.73711,,0.00111,561.2
71592,-482405,25.73045,,0.00111,561.2
71676,-482408,25.72712,,0.00111,561.2
71760,-482451,25.67939,,0.00111,561.2
71845,-482472,25.65608,,0.00111,561.2
71929,-482463,25.66607,,0.00111,561.2
72013,-482479,25.64831,,0.00111,561.2
72097,-482480,25.6472,,0.00111,561.2
72181,-482395,25.74155,,0.00111,561.2
72266,-482399,25.73711,,0.00111,561.2
72350,-482381,25.75709,,0.00111,561.2
72434,-482378,25.76042,,0.00111,561.2
72518,-482413,25.72157,,0.00111,561.2
72602,-482414,25.72046,,0.00111,561.2
72686,-482432,25.70048,,0.00111,561.2
72771,-482417,25.71713,,0.00111,561.2
72855,-482447,25.68383,,0.00111,561.2
72939,-482459,25.67051,,0.00111,561.2
73023,-482465,25.66385,,0.00111,561.2
73107,-482473,25.65497,,0.00111,561.2
73192,-482483,25.64387,,0.00111,561.2
73276,-482461,25.66829,,0.00111,561.2
73360,-482431,25.70159,,0.00111,561.2
73444,-482445,25.68605,,0.00111,561.2
73528,-482394,25.74266,,0.00111,561.2
73613,-482395,25.74155,,0.00111,561.2
73697,-482385,25.75265,,0.00111,561.2
73781,-482351,25.79039,,0.00111,561.2
73865,-482230,25.9247,,0.00111,561.2
73949,-482197,25.96133,,0.00111,561.2
74034,-482231,25.92359,,0.00111,561.2
74118,-482207,25.95023,,0.00111,561.2
74202,-482222,25.93358,,0.00111,561.2
74286,-482228,25.92692,,0.00111,561.2
74370,-482145,26.01905,,0.00111,561.2
74455,-482141,26.02349,,0.00111,561.2
74539,-482163,25.99907,,0.00111,561.2
74623,-482170,25.9913,,0.00111,561.2
74707,-482174,25.98686,,0.00111,561.2
74791,-482151,26.01239,,0.00111,561.2
74875,-482123,26.04347,,0.00111,561.2
74960,-482087,26.08343,,0.00111,561.2
75044,-482047,26.12783,,0.00111,561.2
75128,-482066,26.10674,,0.00111,561.2
75212,-481962,26.22218,,0.00111,561.2
75296,-481873,26.32097,,0.00111,561.2
75381,-481857,26.33873,,0.00111,561.2
75465,-481867,26.32763,,0.00111,561.2
75549,-481857,26.33873,,0.00111,561.2
75633,-481824,26.37536,,0.00111,561.2
75717,-481839,26.35871,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
,,561.2,,0.00111,561.2
