time,data,Grams,Newtons,multiplier,offset
23353,-432384,81.25376,,0.00111,561.2
23437,-432371,81.26819,,0.00111,561.2
23521,-432437,81.19493,,0.00111,561.2
23606,-432421,81.21269,,0.00111,561.2
23690,-432389,81.24821,,0.00111,561.2
23774,-432392,81.24488,,0.00111,561.2
23858,-432376,81.26264,,0.00111,561.2
23942,-432374,81.26486,,0.00111,561.2
24026,-432390,81.2471,,0.00111,561.2
24111,-432358,81.28262,,0.00111,561.2
24195,-432384,81.25376,,0.00111,561.2
24279,-432378,81.26042,,0.00111,561.2
24363,-432378,81.26042,,0.00111,561.2
24447,-432404,81.23156,,0.00111,561.2
24532,-432387,81.25043,,0.00111,561.2
24616,-432326,81.31814,,0.00111,561.2
24700,-432320,81.3248,,0.00111,561.2
24784,-432353,81.28817,,0.00111,561.2
24868,-432355,81.28595,,0.00111,561.2
24952,-432348,81.29372,,0.00111,561.2
25037,-432338,81.30482,,0.00111,561.2
25121,-432317,81.32813,,0.00111,561.2
25205,-432297,81.35033,,0.00111,561.2
25289,-432348,81.29372,,0.00111,561.2
25373,-432349,81.29261,,0.00111,561.2
25457,-432359,81.28151,,0.00111,561.2
25542,-432367,81.27263,,0.00111,561.2
25626,-432324,81.32036,,0.00111,561.2
25710,-432315,81.33035,,0.00111,561.2
25794,-432310,81.3359,,0.00111,561.2
25878,-432320,81.3248,,0.00111,561.2
25963,-432290,81.3581,,0.00111,561.2
26047,-432264,81.38696,,0.00111,561.2
26131,-432264,81.38696,,0.00111,561.2
26215,-432248,81.40472,,0.00111,561.2
26299,-432272,81.37808,,0.00111,561.2
26383,-432274,81.37586,,0.00111,561.2
26468,-432241,81.41249,,0.00111,561.2
26552,-432244,81.40916,,0.00111,561.2
26636,-432259,81.39251,,0.00111,561.2
26720,-432238,81.41582,,0.00111,561.2
26804,-432267,81.38363,,0.00111,561.2
26888,-432283,81.36587,,0.00111,561.2
26973,-432268,81.38252,,0.00111,561.2
27057,-432245,81.40805,,0.00111,561.2
27141,-432234,81.42026,,0.00111,561.2
27225,-432269,81.38141,,0.00111,561.2
27309,-432242,81.41138,,0.00111,561.2
27394,-432236,81.41804,,0.00111,561.2
27478,-432250,81.4025,,0.00111,561.2
27562,-432202,81.45578,,0.00111,561.2
27646,-432206,81.45134,,0.00111,561.2
27730,-432208,81.44912,,0.00111,561.2
27814,-432187,81.47243,,0.00111,561.2
27899,-432237,81.41693,,0.00111,561.2
27983,-432209,81.44801,,0.00111,561.2
28067,-432191,81.46799,,0.00111,561.2
28151,-432252,81.40028,,0.00111,561.2
28235,-432229,81.42581,,0.00111,561.2
28319,-432179,81.48131,,0.00111,561.2
28404,-432221,81.43469,,0.00111,561.2
28488,-432232,81.42248,,0.00111,561.2
28572,-432188,81.47132,,0.00111,561.2
28656,-432184,81.47576,,0.00111,561.2
28740,-432163,81.49907,,0.00111,561.2
28825,-432134,81.53126,,0.00111,561.2
28909,-432158,81.50462,,0.00111,561.2
28993,-432224,81.43136,,0.00111,561.2
29077,-432221,81.43469,,0.00111,561.2
29161,-432164,81.49796,,0.00111,561.2
29245,-432165,81.49685,,0.00111,561.2
29330,-432164,81.49796,,0.00111,561.2
29414,-432155,81.50795,,0.00111,561.2
29498,-432127,81.53903,,0.00111,561.2
29582,-432150,81.5135,,0.00111,561.2
29666,-432184,81.47576,,0.00111,561.2
29750,-432255,81.39695,,0.00111,561.2
29835,-432231,81.42359,,0.00111,561.2
29919,-432208,81.44912,,0.00111,561.2
30003,-432259,81.39251,,0.00111,561.2
30087,-432257,81.39473,,0.00111,561.2
30171,-432251,81.40139,,0.00111,561.2
30256,-432289,81.35921,,0.00111,561.2
30340,-432281,81.36809,,0.00111,561.2
30424,-432261,81.39029,,0.00111,561.2
30508,-432267,81.38363,,0.00111,561.2
30592,-432287,81.36143,,0.00111,561.2
30676,-432306,81.34034,,0.00111,561.2
30761,-432277,81.37253,,0.00111,561.2
30845,-432267,81.38363,,0.00111,561.2
30929,-432263,81.38807,,0.00111,561.2
31013,-432277,81.37253,,0.00111,561.2
31097,-432269,81.38141,,0.00111,561.2
31181,-432290,81.3581,,0.00111,561.2
31266,-432271,81.37919,,0.00111,561.2
31350,-432286,81.36254,,0.00111,561.2
31434,-432233,81.42137,,0.00111,561.2
31518,-432267,81.38363,,0.00111,561.2
31602,-432294,81.35366,,0.00111,561.2
31687,-432299,81.34811,,0.00111,561.2
31771,-432272,81.37808,,0.00111,561.2
31855,-432275,81.37475,,0.00111,561.2
31939,-432303,81.34367,,0.00111,561.2
32023,-432254,81.39806,,0.00111,561.2
32107,-432243,81.41027,,0.00111,561.2
32192,-432251,81.40139,,0.00111,561.2
32276,-432257,81.39473,,0.00111,561.2
32360,-432252,81.40028,,0.00111,561.2
32444,-432235,81.41915,,0.00111,561.2
32528,-432225,81.43025,,0.00111,561.2
32613,-432200,81.458,,0.00111,561.2
32697,-432185,81.47465,,0.00111,561.2
32781,-432164,81.49796,,0.00111,561.2
32865,-432168,81.49352,,0.00111,561.2
32949,-432170,81.4913,,0.00111,561.2
33033,-432122,81.54458,,0.00111,561.2
33118,-432133,81.53237,,0.00111,561.2
33202,-432169,81.49241,,0.00111,561.2
33286,-432159,81.50351,,0.00111,561.2
33370,-432172,81.48908,,0.00111,561.2
33454,-432173,81.48797,,0.00111,561.2
33539,-432144,81.52016,,0.00111,561.2
33623,-432165,81.49685,,0.00111,561.2
33707,-432165,81.49685,,0.00111,561.2
33791,-432141,81.52349,,0.00111,561.2
33875,-432133,81.53237,,0.00111,561.2
33959,-432154,81.50906,,0.00111,561.2
34044,-432130,81.5357,,0.00111,561.2
34128,-432124,81.54236,,0.00111,561.2
34212,-432179,81.48131,,0.00111,561.2
34296,-432137,81.52793,,0.00111,561.2
34380,-432118,81.54902,,0.00111,561.2
34465,-432133,81.53237,,0.00111,561.2
34549,-432143,81.52127,,0.00111,561.2
34633,-432130,81.5357,,0.00111,561.2
34717,-432111,81.55679,,0.00111,561.2
34801,-432105,81.56345,,0.00111,561.2
34885,-432092,81.57788,,0.00111,561.2
